Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
523,Mumbai,2024-10-02,04:54,Assault,Juhu,22.67550053063791,74.49979110071646,7.0,17,1,1,75242,2024-09-02,12:24,Saket,Karol Bagh,67,17.48867751903021,188.21630359416625,1.2,2.1,Completed,29.48540522032594,30,6.757921977145695,48,44,Sunny,4,26.524460452486156,0,6,0,8,Night,Other,4
524,Delhi,2023-04-10,19:51,Fraud,Andheri,20.180972302957347,74.12182717884066,7.0,37,0,1,39103,2023-02-24,00:00,Andheri,Lajpat Nagar,108,10.229101598684002,1184.758510367902,1.2,2.6,Cancelled,22.207580062892056,10,3.4203585229016387,20,36,Cloudy,2,33.61310277611032,1,4,1,6,Afternoon,Male,1
525,Mumbai,2023-03-25,20:00,Fraud,Saket,20.601916123779965,75.1492633080335,,19,1,1,44096,2024-04-03,18:34,Bandra,Saket,8,18.801593918297474,9345.675436589176,2.0,3.4,Completed,16.49997747535628,10,1.2353987533903215,32,10,Cloudy,1,45.35024227610774,4,4,0,1,Afternoon,Male,2
526,Delhi,2024-05-11,09:30,Burglary,Juhu,19.367817841172073,75.5978408644138,10.0,35,1,1,79659,2024-04-19,23:54,Karol Bagh,Dadar,89,14.302272807114162,1086.577220910223,1.2,1.4,Completed,27.505183577078004,5,8.431645033204006,25,32,Foggy,1,51.08522281487053,1,9,1,2,Morning,Other,2
527,Delhi,2023-01-16,15:57,Harassment,Dadar,24.172739938616296,75.40000472250098,,43,1,1,87766,2023-06-03,00:56,Dadar,Juhu,7,24.554844309577184,429.1775012675281,1.5,4.3,Completed,21.94839218885217,30,3.3154282519128353,39,22,Rainy,9,8.366961117795853,4,1,1,7,Night,Female,1
528,Mumbai,2024-03-05,08:08,Harassment,Connaught Place,29.498924643382875,75.92500987195159,1.0,34,0,0,21807,2023-05-08,10:58,Connaught Place,Dwarka,9,17.665615213542317,3710.6946781717347,1.5,2.4,Completed,11.355363897717506,5,2.358647721371086,90,42,Sunny,9,14.059329090844024,2,4,1,7,Evening,Male,4
529,Mumbai,2024-09-23,10:42,Burglary,Dwarka,20.272427460129283,73.84649709964692,1.0,54,1,1,66723,2024-08-18,15:51,Connaught Place,Dwarka,111,28.143000417711207,1247.83380289814,1.5,3.6,Completed,35.392710708108396,30,2.398847321919662,56,10,Foggy,2,36.92021283656335,0,1,1,1,Evening,Other,0
530,Mumbai,2023-09-18,17:23,Burglary,Andheri,29.408909423033904,72.75855736293016,5.0,46,1,1,44951,2024-03-21,17:13,Bandra,Karol Bagh,33,16.50352311477939,616.0643181091473,1.5,5.0,Completed,35.64040219868765,5,8.314323925837911,99,14,Foggy,1,43.693830994765925,2,1,0,8,Morning,Other,1
531,Delhi,2024-02-13,19:42,Burglary,Andheri,27.06697666205303,76.56484524858647,3.0,6,1,1,25427,2023-01-16,13:41,Saket,Dwarka,23,26.849868488402613,884.2527474873634,1.0,2.9,Completed,31.65910074155539,0,1.1245013528585033,97,17,Foggy,6,41.34483489321944,3,8,0,6,Evening,Female,0
532,Mumbai,2023-07-01,22:06,Harassment,Dadar,26.012486832275794,77.10468229578409,10.0,19,1,1,10153,2023-09-15,19:02,Colaba,Dadar,119,16.574703864394863,849.8134349310143,1.2,1.9,Completed,39.4287228723681,30,5.230001734174901,97,43,Foggy,5,18.724210784603443,0,2,1,2,Afternoon,Male,2
533,Delhi,2024-02-28,15:31,Burglary,Bandra,26.098055308559193,73.5420373933346,9.0,1,1,1,64734,2023-01-20,22:13,Juhu,Connaught Place,21,17.624974501929326,898.4918925568774,1.2,1.9,Cancelled,17.111354032335214,5,2.3458736828934543,23,18,Rainy,2,40.9945832076933,2,5,0,5,Afternoon,Female,2
534,Delhi,2024-10-14,23:53,Theft,Connaught Place,28.094004132359103,74.44255173694812,5.0,7,1,1,73813,2024-11-17,00:12,Andheri,Saket,38,12.270623872756428,150.78431982641655,1.5,1.2,Completed,,0,6.691820638755376,33,37,Rainy,5,30.40515486250202,2,6,0,6,Night,Other,4
535,Delhi,2024-12-21,18:12,Fraud,Bandra,20.176118508178035,74.99141530178133,7.0,34,1,1,76351,2024-07-10,08:04,Connaught Place,Connaught Place,24,13.204735456895742,488.58678614404914,1.2,4.1,Completed,26.05295240068329,0,8.090563882440216,84,36,Sunny,2,18.47036503937946,3,3,1,3,Morning,Male,0
536,Mumbai,2024-05-04,04:14,Fraud,Saket,24.55229755922096,75.19996105651762,1.0,56,0,0,11119,2023-06-25,07:52,Saket,Dwarka,32,28.126841644165143,146.39678225530557,1.0,2.2,Completed,12.10613143955129,0,5.835678541866405,75,21,Sunny,2,53.65604862431858,4,5,1,3,Evening,Other,1
537,Mumbai,2024-01-11,16:08,Assault,Connaught Place,26.66800252086834,75.95694102652591,2.0,19,0,1,70612,2024-01-14,20:25,Colaba,Dadar,77,8.25190725545505,746.2334141395486,1.0,1.7,Completed,40.92410229678585,5,6.341305752134188,52,21,Foggy,7,34.15045377841976,3,6,0,0,Afternoon,Female,2
538,Delhi,2023-10-15,04:14,Assault,Andheri,25.455024895809203,72.24961940013193,4.0,33,0,1,94075,2023-03-28,10:41,Dadar,Saket,71,5.4008162068390995,1358.0430865901342,1.0,3.9,Completed,27.172001276728025,0,6.422882167103405,91,41,Cloudy,8,52.43456562914522,4,5,1,7,Night,Female,3
539,Delhi,2024-02-14,21:05,Fraud,Dadar,28.160569781256243,76.3288624964041,9.0,26,0,1,47933,2024-10-22,06:08,Bandra,Saket,14,25.245905530510345,614.3054658057047,2.0,2.2,Completed,21.363213479710762,20,5.943555031066232,39,5,Cloudy,9,27.987996372439092,3,3,0,3,Morning,Other,1
540,Mumbai,2023-04-14,23:06,Theft,Bandra,19.794988799124866,72.37182604187646,5.0,41,0,1,76745,2023-04-26,18:32,Dadar,Lajpat Nagar,25,18.15350239285663,1184.5521431994289,1.5,3.4,Completed,26.728720657706017,30,2.5811944408676584,25,5,Rainy,5,39.81110661869202,0,3,0,6,Morning,Other,4
541,Delhi,2024-09-03,22:25,Harassment,Lajpat Nagar,26.597711434490826,74.8097314060372,5.0,53,1,1,73810,2023-06-09,10:27,Karol Bagh,Lajpat Nagar,109,9.970124804921237,466.5072204557937,1.2,2.7,Completed,21.37954376076835,20,6.708347354611745,20,28,Rainy,5,49.932693149852035,2,2,0,6,Afternoon,Male,3
542,Mumbai,2024-05-24,09:56,Harassment,Dwarka,24.874305034231895,76.96602681341517,9.0,49,1,1,98348,2023-12-24,23:59,Connaught Place,Dwarka,8,14.107206168111402,1291.5853694533682,1.0,2.3,Cancelled,20.019219715143965,20,7.855152648666914,28,24,Foggy,8,23.0843670217895,2,4,0,0,Afternoon,Female,2
543,Delhi,2024-04-11,19:06,Theft,Karol Bagh,23.170769503779375,74.70729187967038,8.0,42,1,0,90521,2023-01-13,17:17,Andheri,Bandra,26,16.69734634976347,658.279507867973,1.0,3.0,Completed,25.68064537399621,30,8.329156073145857,74,45,Cloudy,1,52.166410127633476,4,0,0,4,Afternoon,Female,2
544,Mumbai,2023-02-17,07:14,Harassment,Dwarka,22.74302480457434,72.89453849260948,2.0,27,1,1,40022,2023-01-06,19:56,Connaught Place,Dwarka,75,18.579927191420172,565.0652526938009,1.2,2.3,Completed,26.866663533477382,20,1.2540439938138643,51,44,Sunny,5,24.333242699864556,3,6,0,1,Morning,Female,1
545,Delhi,2023-09-17,08:11,Burglary,Juhu,25.82915896051612,77.91020307003576,7.0,38,1,1,37372,2023-01-06,21:38,Dadar,Lajpat Nagar,66,24.98942864227726,1061.345426579804,1.2,4.5,Cancelled,25.167088768029714,0,4.278219496238949,37,43,Cloudy,9,16.112502510633767,1,8,1,6,Night,Other,4
546,Mumbai,2023-06-12,23:42,Fraud,Karol Bagh,28.800949121086912,77.33571277244558,1.0,26,1,1,88101,2024-06-21,14:55,Andheri,Karol Bagh,16,13.041865168768432,7934.980592708847,2.0,1.3,Cancelled,29.17758336221692,10,4.0075479948579025,56,15,Cloudy,4,45.70662112515736,0,2,0,2,Evening,Other,2
547,Delhi,2023-04-04,09:21,Fraud,Connaught Place,24.45793518711227,76.62788179935008,10.0,35,0,1,37235,2024-12-01,23:51,Saket,Connaught Place,15,20.942087170340088,539.1140648660144,1.0,1.1,Completed,37.418265079969814,20,9.272879631168893,82,29,Foggy,4,23.415884462495164,1,9,1,0,Morning,Female,2
548,Mumbai,2023-05-07,22:29,Theft,Dadar,28.071954804846122,74.46906961739526,9.0,59,1,1,76573,2024-03-06,14:52,Andheri,Juhu,26,25.373475265395935,134.2337327423411,1.0,2.6,Completed,12.004386708263842,30,6.764873282824354,38,30,Sunny,9,57.437034687324974,2,7,1,1,Evening,Other,3
549,Mumbai,2023-10-05,21:37,Harassment,Saket,23.423720200283643,73.10307436133579,3.0,20,1,1,78869,2024-12-04,00:47,Andheri,Dadar,33,25.625656766824815,,2.0,1.7,Completed,38.40315403143717,5,4.99138239479196,24,39,Rainy,7,49.24570480502821,3,4,0,3,Morning,Other,2
550,Delhi,2023-03-25,16:33,Assault,Lajpat Nagar,20.12633909072494,77.64846708851101,2.0,24,1,0,92333,2023-05-26,15:51,Dwarka,Colaba,65,9.118865741019878,1169.8693898335503,2.0,4.0,Completed,17.998703732466346,5,9.616729160268408,75,32,Foggy,2,17.678440448726654,4,1,1,0,Morning,Other,2
551,Delhi,2024-08-25,18:56,Assault,Juhu,19.676563101045023,75.19410675910284,4.0,47,1,1,38718,2023-01-13,01:27,Dadar,Karol Bagh,65,11.804845239003447,1385.0609759649103,1.2,2.4,Completed,18.823252079497365,0,2.027616129046487,31,22,Sunny,2,59.259341974443174,4,0,1,6,Night,Male,4
552,Mumbai,2024-11-19,08:48,Harassment,Lajpat Nagar,19.56467808456045,77.11413276232491,4.0,21,1,0,83440,2024-08-02,01:01,Bandra,Bandra,31,18.657368959342,294.81551292422546,1.5,2.0,Completed,30.98132711733862,20,3.934699300555057,84,14,Sunny,8,25.002857613472067,4,9,1,9,Evening,Male,4
553,Delhi,2024-11-11,04:20,Assault,Saket,23.18165156153437,74.05257003455655,,54,1,0,92575,2023-06-03,15:17,Connaught Place,Saket,51,26.801626954914493,875.6897711868984,1.2,2.4,Completed,44.14849559715415,10,6.47606718403808,89,30,Sunny,4,35.68506471651813,2,9,0,6,Evening,Male,0
554,Mumbai,2023-08-03,13:23,Theft,Saket,22.709615259194262,74.01172990247683,2.0,26,1,1,25555,2024-06-24,12:06,Connaught Place,Juhu,88,24.132490427373078,99.5518562119176,2.0,1.9,Completed,10.608976674337454,5,5.346036911852626,27,22,Cloudy,5,9.04429305282158,0,8,1,7,Afternoon,Other,3
555,Delhi,2024-08-21,21:09,Theft,Karol Bagh,26.897307259848265,77.91324288404424,,20,1,0,82993,2023-01-04,08:50,Connaught Place,Bandra,18,18.350961239654204,471.7230130121791,1.5,2.2,Completed,33.55967563649999,10,6.110550635538259,24,38,Cloudy,1,7.289097904739783,1,4,1,9,Morning,Male,3
556,Mumbai,2024-05-19,18:47,Harassment,Colaba,27.171036517433524,75.1309982909691,4.0,6,0,1,41488,2024-07-08,07:15,Lajpat Nagar,Bandra,11,29.54454165746763,700.7425405796547,2.0,3.3,Completed,34.39140220706001,0,7.735789543038112,47,25,Cloudy,4,21.2576908464889,2,3,0,1,Afternoon,Female,4
557,Mumbai,2023-06-17,01:47,Assault,Saket,19.55939365717114,72.84417254316448,5.0,3,1,1,28863,2023-12-17,14:02,Dwarka,Colaba,19,14.291642423856365,1117.0229075832738,1.0,4.5,Cancelled,,30,7.112850118949536,98,45,Foggy,6,5.677980113662675,3,0,1,8,Morning,Other,4
558,Mumbai,2023-05-15,12:40,Theft,Colaba,21.432355891779164,73.31804806796825,8.0,10,1,1,32305,2023-03-05,01:50,Andheri,Karol Bagh,50,25.588615993214912,113.95638753123681,2.0,2.5,Completed,10.339154003867709,30,6.74263972666459,79,45,Foggy,7,20.269181905645922,4,9,1,7,Afternoon,Male,2
559,Mumbai,2024-01-02,01:50,Theft,Karol Bagh,22.016880351747897,74.89166567635633,2.0,12,1,0,46374,2023-05-02,08:46,Dadar,Bandra,32,24.915770639242496,1182.7844439540834,1.5,2.3,Completed,31.222312887531242,0,7.295659137472857,91,40,Rainy,6,33.72483650645691,3,0,0,1,Night,Male,3
560,Mumbai,2024-05-03,06:11,Burglary,Andheri,25.023731825570906,72.25482546293047,9.0,33,1,1,15203,2023-06-08,18:05,Karol Bagh,Andheri,47,27.425072726767894,343.8392582427126,1.5,4.1,Completed,14.02574581684252,10,7.9245552743053755,99,32,Sunny,2,42.99916927676534,2,8,1,3,Night,Male,1
561,Mumbai,2023-10-20,00:09,Burglary,Andheri,20.589667462976454,74.7752039122698,10.0,22,0,1,71182,2023-03-22,23:55,Connaught Place,Saket,14,29.654993940705943,1151.3210680151353,1.0,1.1,Completed,12.732369124009,10,2.499690709153174,90,48,Foggy,7,18.82215931032458,3,9,1,4,Morning,Male,1
562,Delhi,2024-08-19,20:02,Theft,Andheri,20.473353413400005,74.51364505248077,1.0,16,1,1,41767,2023-01-12,21:31,Dwarka,Bandra,55,15.879507532235209,956.9326770896706,1.0,2.2,Completed,34.36215547167318,10,7.037717084068234,36,21,Foggy,4,27.404647361209957,1,2,0,9,Afternoon,Other,3
563,Delhi,2023-08-26,07:10,Harassment,Karol Bagh,29.381677781287536,76.67601759191692,8.0,17,1,0,47772,2024-03-21,09:57,Dwarka,Colaba,7,7.477630163694997,542.3849635402382,1.5,2.8,Cancelled,34.50820944663707,0,6.812585060530181,70,13,Rainy,7,26.059665791987186,4,5,0,9,Afternoon,Male,0
564,Delhi,2023-06-20,12:20,Fraud,Karol Bagh,27.84623198027559,74.12965178693545,,10,1,1,65620,2023-02-22,09:12,Karol Bagh,Colaba,80,14.905069991188233,1099.4396471472023,1.2,3.4,Completed,,5,7.197610868482264,74,47,Sunny,2,23.01672368577159,1,3,1,2,Evening,Female,3
565,Mumbai,2024-09-05,00:36,Fraud,Karol Bagh,20.987203923002873,77.8952925692376,2.0,12,1,1,26699,2023-02-04,12:35,Andheri,Saket,81,25.908776555592098,392.66774653018774,2.0,1.6,Cancelled,10.118316411826067,5,2.822108623086968,83,27,Cloudy,3,26.3725584265119,4,8,0,3,Evening,Male,3
566,Mumbai,2023-08-04,15:30,Theft,Juhu,23.4722458869604,73.08461951580541,8.0,19,1,1,42293,2023-05-18,14:05,Lajpat Nagar,Lajpat Nagar,107,25.41098575915208,368.60554057302477,1.2,2.7,Completed,23.256594894207296,20,3.1717936596815774,50,29,Foggy,5,31.844759201836418,4,2,1,5,Evening,Other,1
567,Mumbai,2024-12-03,11:12,Theft,Connaught Place,22.91184199183322,75.5459201098088,5.0,40,1,0,97983,2024-04-08,21:46,Connaught Place,Bandra,48,11.40715741243067,,1.0,3.3,Completed,10.42951996343511,30,7.823678648672218,78,47,Cloudy,4,15.917604618611474,3,8,1,6,Evening,Other,1
568,Mumbai,2023-01-08,20:55,Theft,Connaught Place,27.70104481471948,72.53819578204953,10.0,23,1,1,32425,2023-04-08,20:52,Bandra,Andheri,58,3.3245905948428645,619.9619020449463,2.0,3.0,Completed,22.763189116798557,30,4.090981704946456,90,30,Foggy,5,30.552786069761773,3,6,0,3,Afternoon,Female,0
569,Delhi,2024-08-17,18:25,Harassment,Dwarka,24.612342081259342,76.40318390396389,10.0,40,1,1,94181,2023-06-06,12:15,Saket,Dwarka,38,16.275578739134822,191.67461509888932,2.0,3.3,Completed,27.208027841711793,20,9.268716848627221,70,26,Foggy,4,19.325696586365122,4,2,0,8,Afternoon,Female,0
570,Delhi,2023-06-12,14:13,Burglary,Lajpat Nagar,20.406347106928138,77.96852212837183,3.0,10,0,1,92764,2024-02-26,16:58,Bandra,Lajpat Nagar,69,15.274826014206738,658.2763127714861,1.0,3.6,Completed,28.54052065425096,10,1.5802283815893299,86,22,Foggy,3,8.497344089152632,4,6,0,7,Morning,Other,3
571,Mumbai,2024-07-14,14:39,Theft,Colaba,27.128912694718682,76.9148318265098,7.0,10,1,1,44282,2023-03-08,22:29,Karol Bagh,Colaba,106,4.401391377759685,64.21518531173805,1.2,2.5,Completed,22.457644974830796,0,2.1385568011099254,37,5,Rainy,5,16.7462680367182,3,0,1,9,Afternoon,Female,1
572,Delhi,2024-11-20,08:34,Theft,Andheri,23.365767760474107,75.33422124432181,4.0,50,0,1,97043,2024-06-27,13:11,Juhu,Dwarka,93,24.256918760260653,274.8708533787777,1.2,1.3,Completed,35.385547883727085,30,2.2608172256546863,46,43,Rainy,3,56.37311863642709,3,0,1,6,Evening,Other,4
573,Delhi,2023-11-21,14:07,Assault,Lajpat Nagar,21.89216672395362,74.90844814439815,10.0,10,1,1,60882,2024-11-10,02:58,Saket,Colaba,87,9.94052767027943,1401.9393140036896,1.0,1.2,Completed,24.545822296292638,10,3.211993400839735,51,18,Sunny,7,32.788591787003654,2,2,1,2,Afternoon,Female,2
574,Mumbai,2024-02-11,23:17,Harassment,Dwarka,23.130484842227922,77.01017976760109,6.0,39,1,1,78721,2024-03-07,11:57,Lajpat Nagar,Dwarka,29,20.08105858087519,1203.5646334470973,1.2,4.4,Completed,28.09942898096341,5,9.056017678128175,94,33,Rainy,5,59.04176657893851,3,5,1,0,Night,Female,0
575,Delhi,2023-09-22,20:49,Theft,Dwarka,24.47532219967586,77.61584450826435,10.0,30,0,0,27622,2024-03-17,15:45,Colaba,Saket,67,4.841660154339991,392.43720656654017,1.5,3.7,Cancelled,38.003066034515854,10,4.077783017804412,95,19,Sunny,5,17.386512344486633,1,5,0,8,Night,Male,4
576,Mumbai,2024-05-09,16:59,Assault,Andheri,22.774270680587104,77.93523915478856,8.0,4,1,1,15455,2024-05-25,15:51,Juhu,Dadar,74,26.09968884146888,1091.5234102534555,1.0,4.1,Completed,16.100596821704016,20,4.88350251031524,65,19,Sunny,9,21.06208626259732,2,5,0,6,Evening,Other,0
577,Delhi,2023-06-03,10:21,Fraud,Karol Bagh,21.660963498509336,74.3792353653869,1.0,1,0,1,45692,2024-10-15,09:53,Saket,Juhu,49,22.69968608834457,1019.2985970593833,1.5,4.7,Completed,21.23133313966369,0,4.5164638157436245,55,21,Foggy,5,40.22377757500479,1,1,1,8,Night,Male,4
578,Mumbai,2023-06-10,05:16,Theft,Andheri,23.383522316843784,77.94550484876707,2.0,43,1,0,16796,2024-01-06,00:47,Dadar,Colaba,72,12.87583585140264,306.5421403635176,1.5,4.0,Completed,28.250036023381067,30,8.165214423653582,95,21,Foggy,5,24.544110336278976,2,9,0,5,Night,Male,4
579,Mumbai,2024-03-20,10:51,Theft,Colaba,19.21090201824888,72.935557513043,8.0,19,1,1,68534,2024-10-17,10:16,Connaught Place,Lajpat Nagar,30,19.62569058105057,588.0348641655864,1.5,3.8,Completed,36.86663787377266,20,4.07491215084542,31,43,Foggy,1,24.865779541622864,2,4,1,8,Evening,Male,3
580,Mumbai,2023-05-18,15:49,Assault,Saket,27.49747630705945,73.52129865559145,7.0,5,0,1,32423,2024-07-07,11:53,Andheri,Juhu,30,7.248708995196093,1374.8733267143734,2.0,3.6,Completed,24.88743996211523,5,8.408731340335422,78,31,Sunny,3,51.41531840759037,4,2,1,1,Afternoon,Male,4
581,Mumbai,2024-11-26,17:29,Harassment,Connaught Place,20.880393829243445,72.53409674840337,10.0,30,0,1,37007,2024-03-24,16:27,Colaba,Bandra,30,29.59182974685046,1121.140930648193,1.5,2.0,Completed,12.546837029451218,5,5.078532537745589,61,35,Foggy,1,6.605899827643612,2,0,1,3,Night,Male,4
582,Delhi,2024-03-22,21:06,Theft,Saket,19.48295074993701,73.6304310989069,9.0,26,1,1,58121,2023-12-26,13:07,Connaught Place,Karol Bagh,82,24.29102517862412,1152.506334644414,1.2,4.8,Completed,44.60906861552241,0,2.8114919009331722,86,41,Foggy,6,41.64039516640257,0,6,1,7,Morning,Other,1
583,Mumbai,2023-11-22,21:54,Fraud,Andheri,26.190685621955872,76.60762530970807,2.0,40,1,1,60261,2024-04-14,16:09,Lajpat Nagar,Saket,66,24.090320085932756,867.6347489152121,1.0,3.2,Completed,34.776875293901256,30,4.592558828036213,50,49,Rainy,2,53.41760629224587,2,2,1,6,Evening,Female,4
584,Mumbai,2024-09-12,10:48,Theft,Juhu,27.513297417060393,77.1175461490707,8.0,34,0,1,89445,2024-11-22,09:48,Andheri,Juhu,100,6.294646092180532,1015.0327081659037,1.2,1.9,Completed,35.29572975816677,5,4.268479807324978,24,20,Cloudy,5,14.58424179594224,2,5,1,0,Evening,Other,1
585,Mumbai,2023-06-10,16:16,Fraud,Lajpat Nagar,27.952120447521274,76.67335587061542,6.0,2,1,1,37692,2024-11-28,17:46,Lajpat Nagar,Connaught Place,116,2.4965386970281402,787.670790589043,1.5,1.8,Cancelled,26.278671903251418,20,2.795392601640939,66,5,Rainy,9,27.191731292818286,1,2,1,3,Afternoon,Female,0
586,Delhi,2023-04-11,02:50,Burglary,Andheri,24.4286010092666,75.78639466900617,1.0,24,0,1,57049,2023-05-22,15:19,Juhu,Andheri,96,18.39039829754973,1124.2960148375387,1.5,4.3,Completed,,5,1.6629808225002711,61,19,Cloudy,6,49.5021746917229,2,0,0,5,Morning,Other,1
587,Mumbai,2024-04-08,11:27,Burglary,Lajpat Nagar,21.259050031589837,75.08379907513587,4.0,14,1,1,92542,2024-03-20,02:17,Connaught Place,Connaught Place,65,6.035377131514707,1112.4550858614589,1.5,2.0,Completed,44.7916955324229,30,8.492578313877011,20,10,Rainy,7,34.428791204613894,3,1,1,3,Evening,Other,1
588,Delhi,2023-03-03,20:01,Fraud,Connaught Place,27.109504449748094,76.25222573528188,2.0,41,1,0,28721,2024-04-12,05:31,Lajpat Nagar,Saket,6,23.85213678168766,95.07062197975804,1.5,1.2,Completed,30.829049628710777,10,5.3981575074256964,75,36,Rainy,9,24.673700979651375,1,6,0,5,Morning,Female,0
589,Mumbai,2024-02-17,17:08,Harassment,Dadar,26.69684384869771,74.34500129560332,7.0,42,0,1,85658,2024-02-11,16:23,Dadar,Dwarka,45,13.650131924990895,9660.728693276573,1.0,2.7,Completed,17.662531312973424,5,2.80664970084368,30,41,Cloudy,6,39.425714090956205,1,4,1,0,Night,Other,1
590,Delhi,2023-11-11,03:14,Theft,Andheri,21.708978075134905,77.0478501089982,9.0,13,0,1,44026,2023-07-13,07:40,Connaught Place,Karol Bagh,49,11.480638971648089,963.2298124000619,1.0,4.3,Completed,43.75329089017387,5,4.548261104053742,60,20,Sunny,7,22.85937473710989,1,5,1,8,Afternoon,Male,1
591,Delhi,2023-10-13,14:53,Theft,Dadar,28.937485314490722,76.06314056386071,6.0,29,1,1,14501,2024-06-19,02:16,Bandra,Dadar,89,4.062179348927895,147.6139501194658,2.0,2.7,Completed,28.82169388561381,5,6.255703721567017,55,10,Foggy,3,39.447023299415946,1,2,0,2,Morning,Other,4
592,Mumbai,2023-03-06,03:07,Burglary,Andheri,20.148086038911117,76.18682819096645,4.0,1,0,1,83376,2023-05-16,03:46,Juhu,Karol Bagh,114,29.889822238449405,6450.528345017823,1.0,4.2,Completed,10.723567210622543,10,7.337515055227582,50,48,Rainy,4,12.976669181145754,3,8,1,4,Night,Female,1
593,Delhi,2023-12-15,17:45,Fraud,Connaught Place,29.809570635504585,75.21561595877442,5.0,46,0,1,17289,2024-03-12,23:38,Connaught Place,Bandra,18,28.768301850832632,1353.2442292378782,1.5,4.3,Completed,30.06730172966098,30,6.391181588128099,82,15,Sunny,3,17.397344267896976,1,2,1,2,Night,Other,4
594,Mumbai,2023-07-12,09:08,Theft,Connaught Place,28.46272592075211,77.31137390526703,1.0,34,1,1,85696,2023-11-17,16:32,Connaught Place,Dwarka,41,5.68471341859183,1432.4862958198055,2.0,4.4,Completed,12.466646105216835,20,2.7227768681985838,82,15,Sunny,6,5.807634631682409,1,3,1,7,Night,Female,3
595,Mumbai,2023-08-20,11:19,Theft,Dwarka,26.56688510026983,73.51208840207431,4.0,4,1,0,70639,2023-10-14,15:11,Colaba,Andheri,6,11.31872491708177,1184.2058741841668,1.5,3.4,Completed,28.46559086237779,30,1.5487956314504552,34,29,Foggy,5,15.146840431757807,3,0,1,4,Evening,Other,3
596,Mumbai,2024-12-26,14:27,Harassment,Bandra,29.326248771078163,74.2868859201663,10.0,28,1,1,93943,2024-05-04,13:13,Colaba,Colaba,9,12.942051064688986,269.63322400773245,2.0,3.8,Completed,38.886608935393035,0,1.200707358303662,76,15,Sunny,1,12.189741476623887,2,9,0,6,Night,Female,1
597,Delhi,2024-04-18,17:05,Assault,Lajpat Nagar,26.945422851560785,76.66585541806613,3.0,19,1,1,17190,2024-08-26,22:16,Bandra,Dwarka,106,10.310430187236673,593.3439373426793,1.0,2.0,Completed,28.86032299032767,20,1.5262169847949951,21,23,Sunny,7,37.89534942663503,0,1,1,2,Morning,Female,0
598,Delhi,2023-05-26,16:11,Burglary,Dadar,21.095026967330504,74.95649337677602,,1,1,1,85972,2024-04-08,21:36,Bandra,Colaba,6,28.16511967033565,314.7023563647795,1.0,1.4,Completed,23.070866686838265,10,3.7847395583932806,48,5,Sunny,2,56.94093828073826,2,0,1,2,Morning,Other,0
599,Mumbai,2024-04-12,12:52,Burglary,Dadar,23.86371751924093,77.33528408054515,6.0,36,1,1,61678,2024-10-23,05:05,Colaba,Bandra,5,22.197571212618374,995.597397432892,1.0,3.1,Completed,40.89134127925699,0,3.8721216113546006,78,14,Rainy,5,16.845123033037318,3,4,1,1,Afternoon,Female,2
600,Mumbai,2024-08-25,16:12,Assault,Colaba,19.78653326764799,74.07839591857712,,43,1,1,73772,2024-03-10,20:10,Karol Bagh,Andheri,52,28.76565935663382,1171.0594544033786,2.0,1.0,Completed,42.46565272753762,5,9.79294259778747,60,10,Rainy,9,12.112196959580341,2,0,1,9,Afternoon,Other,2
601,Delhi,2024-07-17,04:53,Theft,Connaught Place,23.28623164516927,74.21598101291787,3.0,13,1,1,46440,2024-05-25,04:13,Bandra,Andheri,26,26.486151270674743,1331.4602920056727,1.2,2.9,Cancelled,22.16218438399173,5,0.7147558219250982,60,35,Rainy,4,34.440696327890606,1,3,0,4,Afternoon,Male,0
602,Mumbai,2024-03-27,21:14,Harassment,Andheri,27.157633217109293,77.33241473631975,4.0,59,1,1,21260,2024-07-24,22:14,Bandra,Colaba,45,23.12716254513684,1297.940289429137,1.5,1.4,Completed,27.463277439194883,30,6.506647426346102,30,20,Cloudy,6,14.959254329683297,3,9,0,5,Morning,Male,4
603,Mumbai,2023-10-05,00:12,Harassment,Bandra,23.25087686023899,74.78622192109225,8.0,50,1,1,28297,2024-11-08,18:55,Juhu,Colaba,29,21.515078998236593,193.85439510832074,1.0,1.4,Completed,44.40228036314079,10,5.356079623190774,58,42,Cloudy,4,34.79013532852094,3,9,0,1,Afternoon,Other,1
604,Mumbai,2024-01-21,23:47,Burglary,Dadar,22.633235930149475,75.09674750521492,5.0,42,0,1,12445,2024-04-18,18:53,Colaba,Dwarka,50,26.252549747425476,232.22731011961213,1.0,4.5,Completed,16.23352960606984,10,1.8839530022196989,98,9,Foggy,7,32.74495378499252,0,4,1,1,Afternoon,Female,2
